entity,id,cluster,x,y
http://example.org/publication-ontology#author_Bander_A._Alzahrani,160,0,0.085688755,-0.014134586
http://example.org/publication-ontology#author_Baodong_Xu,161,3,0.23239136,-0.078086495
http://example.org/publication-ontology#author_Baoqun_Yin,162,3,0.14958909,-0.04059714
http://example.org/publication-ontology#author_Barbara_E._Engelhardt,163,2,-0.29681915,0.014604747
http://example.org/publication-ontology#author_Baris_E._Suzek,164,3,0.15456888,-0.02834189
http://example.org/publication-ontology#author_Bart_Verheecke,165,0,0.0049713403,0.25708514
http://example.org/publication-ontology#author_Benjamin_Devillers,166,0,-0.04288297,0.117623
http://example.org/publication-ontology#author_Benjamin_Ellis,167,2,-0.27013835,-0.11360788
http://example.org/publication-ontology#author_Benjamin_Freed,168,2,-0.38971543,-0.024053931
http://example.org/publication-ontology#author_Benjamin_M._Good,169,0,0.024017401,-0.0046788454
http://example.org/publication-ontology#author_Benjamin_Van_Roy,170,2,-0.2935798,-0.033976495
http://example.org/publication-ontology#author_Benoit_Huet,171,2,-0.07944224,-0.12067491
http://example.org/publication-ontology#author_Bernd_Frauenknecht,172,0,0.07063982,0.046948284
http://example.org/publication-ontology#author_Bin_Hu,173,2,-0.37017915,-0.06568539
http://example.org/publication-ontology#author_Bin_Liu_0022,174,2,-0.18549246,0.0025316477
http://example.org/publication-ontology#author_Bin_Wang,175,3,0.18078628,-0.13042212
http://example.org/publication-ontology#author_Bing_Liu_0001,176,2,-0.20644161,-0.006524086
http://example.org/publication-ontology#author_Bjarne_Gregori,177,2,-0.2958179,-0.034901917
http://example.org/publication-ontology#author_Bjrn_E._Ottersten,178,3,0.076229945,-0.12546659
http://example.org/publication-ontology#author_Bjrn_Ltjens,179,3,0.24213138,-0.16869605
http://example.org/publication-ontology#author_Blai_Bonet,180,3,0.1939528,-0.08918154
http://example.org/publication-ontology#author_Bo_Du_0008,181,3,0.29666668,-0.053639412
http://example.org/publication-ontology#author_Bo_Markussen,182,0,0.0429784,0.057287693
http://example.org/publication-ontology#author_Bo_Peng,183,3,0.3386535,-0.15007901
http://example.org/publication-ontology#author_Bo_Tang_0016,184,3,0.22220932,-0.0044493675
http://example.org/publication-ontology#author_Bo_Zhao,185,2,-0.2516562,0.22766319
http://example.org/publication-ontology#author_Bojie_Rong,186,3,0.18537018,-0.09602231
http://example.org/publication-ontology#author_Borja_Bordel_Snchez,187,3,0.237668,-0.057914555
http://example.org/publication-ontology#author_Boualem_Benatallah,188,2,-0.3187144,0.022310406
http://example.org/publication-ontology#author_Boyu_Ji,189,0,-0.04126414,0.048791647
http://example.org/publication-ontology#author_Brahim_Medjahed,190,2,-0.30618516,-0.0865376
http://example.org/publication-ontology#author_Bram_M._Renting,191,2,-0.27988648,-0.03637904
http://example.org/publication-ontology#author_Branka_Vucetic,192,3,0.19523123,-0.006416738
http://example.org/publication-ontology#author_Brent_Hurst,193,0,0.11489206,0.12480983
http://example.org/publication-ontology#author_Brent_P._Krueger,194,3,-0.05132135,-0.10333866
http://example.org/publication-ontology#author_Brett_Daley,195,2,-0.34090135,0.14071152
http://example.org/publication-ontology#author_Brett_W._Israelsen,196,3,0.19636193,-0.10830474
http://example.org/publication-ontology#author_Brian_Argrow,197,3,0.19053262,-0.12140989
http://example.org/publication-ontology#author_Brian_Lester,198,3,-0.024971925,-0.1147961
http://example.org/publication-ontology#author_Brian_Walenz,199,3,-0.039853685,-0.14068598
http://example.org/publication-ontology#author_Britta_Grimme,200,3,0.16063423,-0.07249564
http://example.org/publication-ontology#author_Bruce_Cree,201,0,0.0001821667,-0.01737529
http://example.org/publication-ontology#author_Bruno_Castro_da_Silva,202,0,0.03353867,0.041631132
http://example.org/publication-ontology#author_Bryan_Chan,203,2,-0.3009264,0.034355164
http://example.org/publication-ontology#author_C._C._Li,204,3,0.27933112,0.1896562
http://example.org/publication-ontology#author_C._T._Kelley,205,3,-0.03136956,-0.1091907
http://example.org/publication-ontology#author_Caleb_Chuck,206,2,-0.2689697,-0.018457472
http://example.org/publication-ontology#author_Cara_R._Touretzky,207,2,-0.15017846,-0.08253491
http://example.org/publication-ontology#author_Carl_P._Dettmann,208,0,0.06699287,0.27362925
http://example.org/publication-ontology#author_Carlo_D'Eramo,209,2,-0.2837631,-0.009513497
http://example.org/publication-ontology#author_Carlos_Barros_Vidaurre,210,0,0.018316627,0.06943363
http://example.org/publication-ontology#author_Casper_Lassenius,211,3,0.07665624,-0.16592413
http://example.org/publication-ontology#author_Cassandra_Kent,212,2,-0.3603421,-0.06363231
http://example.org/publication-ontology#author_Cassidy_R._Sugimoto,213,3,0.19560996,-0.1607148
http://example.org/publication-ontology#author_Catalina_Dobre,214,0,-0.011198811,0.30533016
http://example.org/publication-ontology#author_Catherine_Ghaddar,215,0,-0.05251924,0.31517643
http://example.org/publication-ontology#author_Catherine_Sulem,216,3,0.20862179,-0.08930534
http://example.org/publication-ontology#author_Catholijn_M._Jonker,217,0,0.024443336,0.17816582
http://example.org/publication-ontology#author_Cathy_H._Wu,218,0,0.117911145,0.072816074
http://example.org/publication-ontology#author_Cem_Anil,219,0,0.06996532,0.017609358
http://example.org/publication-ontology#author_Cezary_Stankiewicz,220,3,0.16214678,-0.0070291758
http://example.org/publication-ontology#author_Chaitali_Chakrabarti,221,3,0.1858611,0.028692275
http://example.org/publication-ontology#author_Chaker_El_Amrani,222,0,0.069052294,0.10194546
http://example.org/publication-ontology#author_Chang-Ick_Song,223,3,0.23377413,-0.13190883
http://example.org/publication-ontology#author_Chang_Liu_0041,224,2,-0.2204549,0.07363504
http://example.org/publication-ontology#author_Changling_Li,225,0,-0.13808152,0.0591875
http://example.org/publication-ontology#author_Changpin_Li,226,3,0.1565584,-0.14387864
http://example.org/publication-ontology#author_Changwook_Kim,227,2,-0.25310045,0.022634774
http://example.org/publication-ontology#author_Changyue_Wang,228,3,0.23190516,-0.076316416
http://example.org/publication-ontology#author_Chao_Lei,229,3,0.23904306,-0.09325683
http://example.org/publication-ontology#author_Chao_Tian_0002,230,3,0.117187366,-0.07306588
http://example.org/publication-ontology#author_Chaoyang_He_0001,231,3,0.19463179,-0.2020092
http://example.org/publication-ontology#author_Chaoying_Dong,232,3,0.08109374,-0.08714515
http://example.org/publication-ontology#author_Chaoyuan_Wang,233,3,0.16555181,-0.14151889
http://example.org/publication-ontology#author_Charles_L._A._Clarke,234,2,-0.37384957,-0.07027316
http://example.org/publication-ontology#author_Chelsea_Finn,235,2,-0.36028236,-0.05406767
http://example.org/publication-ontology#author_Chen_Chen_0017,236,3,0.16497669,-0.10147601
http://example.org/publication-ontology#author_Chen_Feng,237,3,0.19326526,-0.01314652
http://example.org/publication-ontology#author_Chen_Guo,238,3,0.33878487,-0.045263767
http://example.org/publication-ontology#author_Chen_Tang,239,2,-0.25950465,0.03137955
http://example.org/publication-ontology#author_Chen_Zhong,240,3,0.1130464,-0.11218107
http://example.org/publication-ontology#author_Cheng-Ju_Sun,241,3,0.21348399,-0.16496748
http://example.org/publication-ontology#author_Cheng_Luo_0001,242,3,0.2216382,-0.08001387
http://example.org/publication-ontology#author_Cheng_Zhou,243,3,0.007800013,-0.07816303
http://example.org/publication-ontology#author_Chengde_Zheng,244,2,-0.16099918,-0.092178464
http://example.org/publication-ontology#author_Chengfei_Yue,245,2,-0.2629208,0.010601282
http://example.org/publication-ontology#author_Chengliang_Wang_0001,246,3,0.2690271,-0.15411729
http://example.org/publication-ontology#author_Chengyuan_Ma,247,2,-0.32497823,-0.03843981
http://example.org/publication-ontology#author_Chenhong_Zhou,248,3,0.19063964,-0.10029608
http://example.org/publication-ontology#author_Chenran_Li,249,2,-0.31028038,0.08468589
http://example.org/publication-ontology#author_Chentao_Wu,250,0,0.14476083,-0.025508702
http://example.org/publication-ontology#author_Chenyang_Zhao,251,2,-0.2778777,-0.043195188
http://example.org/publication-ontology#author_Chenyoukang_Lin,252,3,0.1486393,0.02898094
http://example.org/publication-ontology#author_Chi-Ho_Chan,253,3,0.11929338,-0.090366244
http://example.org/publication-ontology#author_Chia-An_Liu,254,3,0.16102493,-0.060293794
http://example.org/publication-ontology#author_Chia-Yi_Liu,255,2,-0.084362455,-0.042596698
http://example.org/publication-ontology#author_Ching-Lueh_Chang,256,3,0.055124313,-0.21332562
http://example.org/publication-ontology#author_Chris_B._Schaffer,257,0,0.083128065,0.032256722
http://example.org/publication-ontology#author_Chris_H._Messom,258,3,0.042470053,-0.12255257
http://example.org/publication-ontology#author_Chris_Lowrie,259,3,0.23950332,-0.08766198
http://example.org/publication-ontology#author_Chris_McCool,260,3,0.22745724,0.22287545
http://example.org/publication-ontology#author_Christian_A._Hofmann,261,3,0.20763567,-0.0817492
http://example.org/publication-ontology#author_Christian_Herrmann_0001,262,0,0.09061049,0.024032444
